facility,room,row,rack_id,rack_unit,unit_height,equipment_type,hostname,asset_tag,serial_number,manufacturer,model,cpu_sockets,ram_gb,power_draw_watts,power_circuit,pdu_port,network_port_primary,network_port_secondary,vlan_primary,ip_address_mgmt,ip_address_production,install_date,warranty_expiry,operational_status,thermal_zone,weight_lbs,cable_path,business_unit,application_mapped,notes
Facility B,Data Hall B,Row D,STM-R02,23U,2U,Server,SVR-STM-109,AST-1109,SN-DC-2022-0109,Dell,PowerEdge R640,1,128,357,Ckt-B-1,PDU-A-14,Eth-15/1,Eth-22/4,VLAN-120,10.100.0.52,10.20.0.52,2019-11-09,2029-08-08,Active,Cold Aisle 1,70,Under-floor Path 2,Development,App-24,
Facility B,Data Hall A,Row C,STM-R10,1U,1U,Patch Panel,PP-STM-R10-Bottom,PP-42701,SN-PP-134677,Panduit,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-12-07,N/A,Active,Cold Aisle 1,5,Under-floor Path 2,Facilities,Cabling Infrastructure,34 ports in use of 48 total
Facility B,Data Hall B,Row B,STM-R38,0U (Sensor),0U,Environmental Sensor,SENS-STM-R38-AIRF,SENS-46168,SN-SENS-320235,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.99,,2021-02-05,2026-01-19,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-02-03
Facility B,Data Hall B,Row C,STM-R05,1U,1U,Patch Panel,PP-STM-R05-Bottom,PP-61497,SN-PP-326061,Panduit,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-02-25,N/A,Active,Cold Aisle 2,3,Side Cable Mgmt,Facilities,Cabling Infrastructure,21 ports in use of 48 total
Facility B,Data Hall B,Row C,STM-R07,30U,1U,Cable Management,CM-STM-R07-30,CM-99070,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-06-01,N/A,Active,Cold Aisle 2,2,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row C,STM-R05,37U,2U,Server,SVR-STM-090,AST-1090,SN-DC-2019-0090,HPE,ProLiant DL380 Gen10,1,64,400,Ckt-A-3,PDU-B-21,Eth-31/4,Eth-42/2,VLAN-118,10.100.0.43,10.20.0.43,2021-05-21,2026-02-21,Active,Cold Aisle 3,49,Side Cable Mgmt,Trading Systems,App-23,
Facility B,Data Hall A,Row A,STM-R27,0U (Sensor),0U,Environmental Sensor,SENS-STM-R27-HUMI,SENS-70374,SN-SENS-663051,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.6.119,,2024-12-02,2028-10-24,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-04-19
Facility B,Data Hall B,Row B,STM-R14,1U,1U,Patch Panel,PP-STM-R14-Bottom,PP-34100,SN-PP-645895,Leviton,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-07-18,N/A,Active,Cold Aisle 3,6,Overhead Tray A,Facilities,Cabling Infrastructure,29 ports in use of 24 total
Facility B,Data Hall A,Row C,STM-R09,4U,4U,Server,SVR-STM-065,AST-1065,SN-DC-2020-0065,Dell,PowerEdge R740xd,1,512,474,Ckt-B-3,PDU-A-06,Eth-45/2,Eth-47/4,VLAN-102,10.100.0.31,10.20.0.31,2022-06-22,2027-08-20,Active,Cold Aisle 1,83,Under-floor Path 2,Compliance,App-69,
Facility B,Data Hall B,Row E,STM-R08,0U (Sensor),0U,Environmental Sensor,SENS-STM-R08-TEMP,SENS-50392,SN-SENS-122097,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.9,,2021-12-26,2027-05-18,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-11-04
Facility B,Data Hall B,Row C,STM-R22,0U (Sensor),0U,Environmental Sensor,SENS-STM-R22-TEMP,SENS-64396,SN-SENS-478162,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.39,,2024-04-05,2029-07-14,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-01-15
Facility B,Data Hall B,Row C,STM-R33,0U (Sensor),0U,Environmental Sensor,SENS-STM-R33-POWE,SENS-71498,SN-SENS-661091,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.177,,2024-08-10,2026-07-26,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-01-18
Facility B,Data Hall B,Row D,NWK-R16,39U,2U,Distribution Switch,NET-DIS-32,NET-23242,SN-NET-452909,Palo,Palo Alto PA-3200,0,32,480,Ckt-A-3,PDU-B-21,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.246,,2023-11-11,2027-12-18,Active,Cold Aisle 3,32,Overhead Tray B,IT Operations,Infrastructure,
Facility B,Data Hall B,Row E,NWK-R03,39U,2U,Access Switch,NET-ACC-47,NET-55843,SN-NET-460971,Juniper,Juniper EX4300,0,16,414,Ckt-A-5,PDU-A-13,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.13,,2021-10-25,2027-04-21,Active,Hot Aisle 2,23,Under-floor Path 1,IT Operations,Infrastructure,
Facility B,Data Hall A,Row A,NWK-R11,36U,2U,Load Balancer,NET-LOA-16,NET-75065,SN-NET-463546,Arista,Arista 7050X,0,32,320,Ckt-B-3,PDU-B-24,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.227,,2020-01-11,2029-05-17,Active,Hot Aisle 1,26,Side Cable Mgmt,IT Operations,Infrastructure,
Facility B,Data Hall A,Row B,STM-R42,0U (Sensor),0U,Environmental Sensor,SENS-STM-R42-TEMP,SENS-10183,SN-SENS-780154,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.6.162,,2023-06-03,2028-12-05,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-06-02
Facility B,Data Hall B,Row C,STM-R22,0U (Sensor),0U,Environmental Sensor,SENS-STM-R22-HUMI,SENS-14861,SN-SENS-792244,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.3.232,,2021-11-23,2028-07-13,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-06-01
Facility B,Data Hall A,Row A,STM-R23,0U (Sensor),0U,Environmental Sensor,SENS-STM-R23-TEMP,SENS-57086,SN-SENS-215027,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.222,,2021-04-14,2029-11-11,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-07-18
Facility B,Data Hall A,Row A,STM-R27,40U,1U,Patch Panel,PP-STM-R27-Top,PP-24530,SN-PP-977330,Panduit,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-11-17,N/A,Active,Cold Aisle 3,4,Overhead Tray B,Facilities,Cabling Infrastructure,27 ports in use of 48 total
Facility B,Data Hall B,Row D,STM-R29,0U (Sensor),0U,Environmental Sensor,SENS-STM-R29-HUMI,SENS-12688,SN-SENS-993749,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.42,,2024-07-10,2027-02-10,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-11-20
Facility B,Data Hall B,Row E,STM-R08,0U (Sensor),0U,Environmental Sensor,SENS-STM-R08-POWE,SENS-94030,SN-SENS-242703,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.103,,2022-11-10,2028-10-03,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-09-23
Facility B,Data Hall A,Row A,STM-R11,1U,1U,Patch Panel,PP-STM-R11-Bottom,PP-41584,SN-PP-990598,Leviton,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-08-02,N/A,Active,Cold Aisle 3,6,Under-floor Path 2,Facilities,Cabling Infrastructure,35 ports in use of 24 total
Facility B,Data Hall A,Row B,STM-R03,20U,1U,Cable Management,CM-STM-R03-20,CM-38143,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-05-09,N/A,Active,Cold Aisle 2,3,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row C,NWK-R09,13U,4U,Storage Array,SAN-28,STG-51984,SN-STG-638857,Pure,Pure Storage FlashArray//X50,2,128,996,Ckt-A-1,PDU-A-07,FC-4,FC-7,VLAN-300,10.30.0.214,10.30.1.27,2020-09-27,2028-12-25,Active,Cold Aisle 2,162,Overhead Tray A,IT Operations,Storage Infrastructure,
Facility B,Data Hall A,Row B,STM-R42,1U,1U,Patch Panel,PP-STM-R42-Bottom,PP-86418,SN-PP-842464,CommScope,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-12-23,N/A,Active,Hot Aisle 2,8,Side Cable Mgmt,Facilities,Cabling Infrastructure,38 ports in use of 48 total
Facility B,Data Hall A,Row C,STM-R06,0U (Sensor),0U,Environmental Sensor,SENS-STM-R06-AIRF,SENS-24047,SN-SENS-881216,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.2.62,,2021-08-06,2028-01-16,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-05-04
